,tweet,emotion,pre_clean_len,clean_text
2590,#FF TGIF! @unisouthampton  @britishmuseum @UniofReading @adrianmurdoch @Archaeology_ws,happy,86,ff tgif
2591,"Objets d'histoires, le Journal is out! http://t.co/KW4bFsBaKK Stories via @NationalGallery @brooklynmuseum",nocode,106,objets d histoires le journal is out stories via
2592,Discover The Arts with Social Media: NOHO Featured Artists Blandine Bardeau and Hermoine Carline https://t.co/Ol5utECOPW @NationalGallery 🎨,nocode,139,discover the arts with social media noho featured artists blandine bardeau and hermoine carline
2593,"Who is Jackson #Pollock? Kids introduction to the jazzy, action painting man &gt;&gt; http://t.co/MOhzqTJFVW @tateliverpool",nocode,123,who is jackson pollock kids introduction to the jazzy action painting man
2594,DT UKinGermany: Neil MacGregor - Direktor des @BritishMuseum – hält Queen’s Lecture [http://t.co/Ur8v16lRHp... http://t.co/7Cqa00DpUJ,nocode,133,dt ukingermany neil macgregor direktor des h lt queen s lecture
2595,¡COMPARTIENDO EL ARTE está disponible! http://t.co/Fet52Q7p5y Gracias a @NationalGallery @ArsMagazine @MuseodelTraje,nocode,116,compartiendo el arte est disponible gracias a
2596,A symposium of radical film from contemporary Greece @_TheWhitechapel http://t.co/E5LcU2Lv0H Sat 4 July,nocode,103,a symposium of radical film from contemporary greece sat july
2597,@britishmuseum and is that a neck collar? The neck is so slender.,surprise,65,and is that a neck collar the neck is so slender
2598,#CanAltay #JeremiahDay #ThessalonikiBiennale @JenniferHiggie @cfitewassilak @HKaplinsky @tateliverpool @EdB_Projects http://t.co/ZiezuD6mBu,nocode,139,canaltay jeremiahday thessalonikibiennale
2599,@ExeterLiving @MooseAllain @ThelmaHulbert Fab!,happy,46,fab
2600,@melly_sue @britishmuseum isn't that a rest museum I hav been going since I was small mummy are the best,happy,104,isn t that a rest museum i hav been going since i was small mummy are the best
2601,New #blog on our favourite #portraits to see in #London @NationalGallery @Tate @CourtauldGall http://t.co/38eDYAfxHt http://t.co/9HKqdF9ke7,happy,139,new blog on our favourite portraits to see in london
2602,@judrop1948 tnx for #ff; @Colin_Macaulay @Duck_Di @DuncanSalkeld @Heather1576 @NottArchaeology @britishmuseum  honoured to be in yr company,happy,139,tnx for ff honoured to be in yr company
2603,@britishmuseum What better way to spend the day in #London ? http://t.co/FFXsi12Jkt,happy,83,what better way to spend the day in london
2604,"@britishmuseum on INSTA. Born #onthisday in 1566: King James, the first Stuart king of England and also James VI of… http://t.co/he4iowbRUt",nocode,139,on insta born onthisday in king james the first stuart king of england and also james vi of
2605,Looking forward to @britishmuseum Egyptian touring exhibition Writing for Eternity @wrexhamcbc museum opening tonight http://t.co/NHaBQ9Dzpd,happy,140,looking forward to egyptian touring exhibition writing for eternity museum opening tonight
2606,@NationalGallery carravaggio,nocode,28,carravaggio
2607,Really enjoyed the new watercolour exhibition at @FitzMuseum_UK - the Turners are particularly impressive,happy,105,really enjoyed the new watercolour exhibition at the turners are particularly impressive
2608,"Art on loan: Pollock works, overhauled by conservators, travelling to @tateliverpool. Will they be overhauled again? http://t.co/EUC2npoy2z",nocode,139,art on loan pollock works overhauled by conservators travelling to will they be overhauled again
2609,"@eguilbs @britishmuseum I arrived from Canada a day before my @RoyalRoads field school to ""acclimatize"" but really for this. Good timing!",happy,137,i arrived from canada a day before my field school to acclimatize but really for this good timing
2610,@britishmuseum : the place to be!,happy,33,the place to be
2611,More buzz for @NationalGallery: http://t.co/3jFmBXILMk - RT @yjnmin Soundscapes: Paintings | Exhibitions and displays | National Gallery...,nocode,139,more buzz for rt soundscapes paintings exhibitions and displays national gallery
2612,@DrawntoDevon @Tate_StIves Sounds great paula-I have been to the Hepworth Museum in Wakefield-really good indeed,happy,112,sounds great paula i have been to the hepworth museum in wakefield really good indeed
2613,"Weapons of resistance: Jandamarra, a hero of the Bunuba people http://t.co/hZaXCNQKeq via @britishmuseum",nocode,104,weapons of resistance jandamarra a hero of the bunuba people via
2614,"@emmajtracey @bbcouch You should interview @ChloeSpicerArt  @Foyles #dyspraxic penguins display @britishmuseum, now https://t.co/pKriFmfc8e",nocode,139,you should interview dyspraxic penguins display now
2615,@NationalGallery  2ndJuly-18th October-photographic exhibition that illustrates the life of actress #Audrey #Hepburn http://t.co/plEYT20RuI,nocode,139,ndjuly th october photographic exhibition that illustrates the life of actress audrey hepburn
2616,"Fancy a day out? @PlymouthMuseum have an Enid Blyton exhibit open today, about her childhood, career and characters! http://t.co/BYXevGcxvw",nocode,139,fancy a day out have an enid blyton exhibit open today about her childhood career and characters
2617,We're looking forward to going to London tomorrow with our friends at @tateliverpool - How are you spending your weekend? 🐸,nocode,123,we re looking forward to going to london tomorrow with our friends at how are you spending your weekend
2618,@SeanwelshBacc @britishmuseum get a magnifying glass no delve deep,nocode,66,get a magnifying glass no delve deep
2619,"What can the Old Masters teach us about death? Fascinating event at @NationalGallery,4 July: http://t.co/D7jqMMZeUv http://t.co/2MOeruXm6o",happy,138,what can the old masters teach us about death fascinating event at july
2620,{ @britishmuseum } #Australia #art #London #ttot #lp #vacation #trip #photography #photo #Travel #travelpics http://t.co/OvpBQoCaMP,nocode,131,australia art london ttot lp vacation trip photography photo travel travelpics
2621,@NationalGallery What areas do you think the National Gallery should focus on collecting next? #askthenationalgallery,nocode,117,what areas do you think the national gallery should focus on collecting next askthenationalgallery
2622,"I'm at @BritishMuseum in London, Greater London https://t.co/gdTrkmPcME",nocode,71,i m at in london greater london
2623,"Brass astrolabe, made by Muhd Mokîm, India, Neshki script, 1659/60 @britishmuseum. http://t.co/sEuSYQeiEi",nocode,105,brass astrolabe made by muhd mok m india neshki script
2624,Defining Beauty @britishmuseum is well worth a visit...especially if one enjoys drawing in the dark http://t.co/Y7MJbf1BJk,happy,122,defining beauty is well worth a visit especially if one enjoys drawing in the dark
2625,@SenderosP @britishmuseum  &amp; what a TREASURE! &gt;&gt;&gt;*&lt;&lt;&lt;,happy,75,what a treasure
2626,@heritagelottery funded @britishmuseum traineeship at National Museums NI http://t.co/yYEluc2xyX http://t.co/9oBAQtSAbs,not-relevant,119,funded traineeship at national museums ni
2627,I urge art lovers to boycott @NationalGallery until @pcs_union rep Candy is reinstalled. Human rights more important than pictures @BHGreens,angry,140,i urge art lovers to boycott until rep candy is reinstalled human rights more important than pictures
2628,#roman glass in the enlightenment gallery @britishmuseum Beautiful. http://t.co/TsJSB0kgwn,happy,90,roman glass in the enlightenment gallery beautiful
2629,@_TheWhitechapel : Galeri Seni Kontemporer di Moskow : http://t.co/gBYitJEYmH,nocode,77,galeri seni kontemporer di moskow
2630,@britishmuseum @RebeccaHossack  What about the horrors of colonialism? Very much glossed over.,sad|angry,94,what about the horrors of colonialism very much glossed over
2631,"@FlorianKolfhaus @britishmuseum I agree with you, by the way.",nocode,61,i agree with you by the way
2632,{ @britishmuseum } #art #London #ttot #lp #vacation #trip #photography #photo #Travel #travelpics http://t.co/phoGnEbQqR,nocode,120,art london ttot lp vacation trip photography photo travel travelpics
2633,@britishmuseum A greave?,nocode,24,a greave
2634,"I'm at @NationalGallery in London, Greater London https://t.co/k03w0y5t9E",nocode,73,i m at in london greater london
2635,@Ophiolatrist @britishmuseum Seriously ? Napoleon and Hitler ? It's just stupid.,angry,80,seriously napoleon and hitler it s just stupid
2636,"This hunting calendar looks like something out of #Grimm, engraved with the names of different Wesen. @britishmuseum http://t.co/aElLQeRjPS",nocode,139,this hunting calendar looks like something out of grimm engraved with the names of different wesen
2637,@wzaparte Vermutlich könnte man es mit einer aufgeschlosseneren Haltung gegenüber Besuchern auch hinbekommen... @DerSPIEGEL @britishmuseum,nocode,138,vermutlich k nnte man es mit einer aufgeschlosseneren haltung gegen ber besuchern auch hinbekommen
2638,#Marr on #StartTheWeek should ask HRothschild when she will negotiate a settlement to @NationalGallery dispute &amp; remove privatisation threat,nocode,144,marr on starttheweek should ask hrothschild when she will negotiate a settlement to dispute remove privatisation threat
2639,@Tate_StIves @FalmouthUni ❤👂,nocode,28,
2640,@saraahhkay @britishmuseum he must be an ancestor haha,happy,54,he must be an ancestor haha
2641,Congrats to @MooseAllain for winning the @Evolver cover prize. Delighted my piece is in the exhibition @ThelmaHulbert http://t.co/0Hc3ebAXbu,happy,140,congrats to for winning the cover prize delighted my piece is in the exhibition
2642,#ff @ArtBasel @SCOPEArtShow @VOLTAshow @DesignMiami @YSPsculpture @V_and_A @fotofever_eu @fotomuseum_ch @_TheWhitechapel @OpenEyeGallery,nocode,136,ff
2643,@britishmuseum Sheffield Student Offers &gt; http://t.co/GxEOrhYHcs,not-relevant,67,sheffield student offers
2644,@RAMMuseum our secret is a brisk walk in our gardens and lots of tea #birthday,happy,78,our secret is a brisk walk in our gardens and lots of tea birthday
2645,@michaelsparling you need to visit @PlymouthMuseum &amp; see 'Fallen Emperor: Napoleon in Plymouth Sound 1815',nocode,110,you need to visit see fallen emperor napoleon in plymouth sound
2646,"@britishmuseum @eclectic5 @CFontainebleau Absolutely, we have some of them, like the uniform which he wore at Marengo http://t.co/NH7xTM4rrD",nocode,140,absolutely we have some of them like the uniform which he wore at marengo
2647,@britishmuseum http://t.co/l4LseZIPHp,nocode,37,
2648,Construction steams ahead on Tate St Ives phase two @Tate_StIves @ILoveCornwallUK @BAMConstructUK http://t.co/AITLbp5frH via @cladglobal,nocode,136,construction steams ahead on tate st ives phase two via
2649,One of the best exhibitions around. X-Rays of the ancients @britishmuseum #8mummies (plus Greek art #DefiningBeauty) https://t.co/QDULXqD8JV,happy,140,one of the best exhibitions around x rays of the ancients mummies plus greek art definingbeauty
2650,"@DavidSmithArt cheers for Twitter stuff, should be able to make PV for @SimonEvolver @ThelmaHulbert next month- I've got cover!",happy,127,cheers for twitter stuff should be able to make pv for next month i ve got cover
2651,@britishmuseum hi- are your evening lectures recorded? Somebody at the Greek/ Enlightenment one tonight mentioned podcasts...,nocode,125,hi are your evening lectures recorded somebody at the greek enlightenment one tonight mentioned podcasts
2652,@photoworks_uk @_TheWhitechapel Not many people seem to know about @artforum's double issue. Here are both covers: http://t.co/hTBWLONV9L,nocode,137,not many people seem to know about s double issue here are both covers
2653,Very excited for Nicholas Thomas @MAACambridge : A critique of the natural artefact: rethinking re-contextualisation #objects2015,happy,129,very excited for nicholas thomas a critique of the natural artefact rethinking re contextualisation objects
2654,'Still Life' #ContemporaryBritishArtist #ModernistPainter @_TheWhitechapel @_WhiteCube @theBluecoat @Gagosian http://t.co/Ckc6wBI3Wm,nocode,132,still life contemporarybritishartist modernistpainter
2655,"@NationalGallery The second GENOCIDE agvainst#Biafrans as promised by#Buhari has begun,3 days of unreported aerial Bombardment in#Biafraland",not-relevant,140,the second genocide agvainst biafrans as promised by buhari has begun days of unreported aerial bombardment in biafraland
2656,#newexpressions field visit @UptonHouseNT today- still time to book for visits @PlymouthMuseum &amp; @YorkMuseumTrust too http://t.co/YOYfS8pMLn,nocode,144,newexpressions field visit today still time to book for visits too
2657,"I'm at @BritishMuseum in London, Greater London https://t.co/A1SD0K4nRw",nocode,71,i m at in london greater london
